,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
532,21/06/2020 15:14,180094000000000,fraud_Streich Ltd,home,221.53,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22/09/1972,f918d06822a1fbb6da4d8cd082e94ff6,1371827678,33.808656,-116.384481,0
533,21/06/2020 15:14,3560800000000000,fraud_Christiansen-Gusikowski,misc_pos,3.25,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,7d0232549c81b209822c41ba3b0c7644,1371827680,46.487563,-102.120829,0
534,21/06/2020 15:14,2235610000000000,"fraud_Wuckert, Wintheiser and Friesen",home,7.21,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,16/12/1980,96c0d22871bf11e6975f43925dee3332,1371827693,43.033987,-104.359232,0
535,21/06/2020 15:16,180048000000000,fraud_Barrows PLC,shopping_pos,3.47,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,80c2995e1ab04fb93c7b6f79d610dd93,1371827773,41.366082,-73.972602,0
536,21/06/2020 15:16,30561200000000,fraud_Boyer PLC,misc_pos,8.49,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",01/10/1998,eb74a6f3d1a8f0b70c3785a5cd3dfd0d,1371827794,41.141535,-76.076811,0
537,21/06/2020 15:16,2288810000000000,fraud_Morissette-Schaefer,personal_care,26.44,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,29/08/1981,401526606524376bd3842575d2228de1,1371827798,40.87299,-74.382261,0
538,21/06/2020 15:17,30131800000000,fraud_Kuhn LLC,shopping_pos,95.89,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22/04/1994,c7f8bb1abff38315f04fcc283e38a921,1371827826,36.547285,-84.066803,0
539,21/06/2020 15:17,4908850000000000,"fraud_Roberts, Daniel and Macejkovic",kids_pets,36.33,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,e1eb98debdc8024e4094db8179fb52d5,1371827846,32.272587,-97.206004,0
540,21/06/2020 15:17,38052000000000,fraud_Schiller Ltd,personal_care,43.49,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,11/09/1995,5da0a5e370e39697ddfef952407ea89b,1371827872,30.681297,-94.886405,0
541,21/06/2020 15:18,376028000000000,fraud_Watsica LLC,personal_care,75.69,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23/12/1974,1e774f647e1666bfd3bf9653e2d0cedc,1371827881,40.662681,-92.930413,0
542,21/06/2020 15:18,676282000000,fraud_Bartoletti and Sons,personal_care,11.83,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25/03/1950,30bbf47e1bc16519814dad72e188d8af,1371827891,31.010315,-85.088562,0
543,21/06/2020 15:18,2720430000000000,"fraud_Armstrong, Walter and Gottlieb",food_dining,16.54,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,0f568516360344614529d750daeffa63,1371827891,44.03433,-69.679493,0
544,21/06/2020 15:18,6011390000000000,fraud_Treutel-King,travel,3.36,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,05/02/1951,cca31b51750ee866d65a2f5e7818d3dc,1371827914,39.206862,-79.105943,0
545,21/06/2020 15:18,2297450000000000,fraud_Jakubowski Group,food_dining,71.09,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13/01/1960,6c84ba2b44c1dca03d2b41d346a4f622,1371827915,39.321006,-88.102307,0
546,21/06/2020 15:18,30263500000000,fraud_Bauch-Blanda,entertainment,7.08,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24/11/1961,136f433374364b35294737c1230386d8,1371827918,38.69696,-112.854869,0
547,21/06/2020 15:18,4746000000000,fraud_Herzog Ltd,misc_pos,246.73,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07/10/1998,73c1bffc67c433ebdf4c712f9cb362e7,1371827932,40.786162,-87.652333,0
548,21/06/2020 15:18,377993000000000,fraud_Hackett Group,travel,7.06,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11/09/1975,0903d23e9a1c7ad7d9f3be1613661baf,1371827934,44.715569,-88.479676,0
549,21/06/2020 15:18,3568260000000000,fraud_Reichel Inc,entertainment,2.39,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24/11/1994,247686a1dafe62fbe4309c5d5fe3755f,1371827937,40.505514,-85.98264,0
550,21/06/2020 15:19,3500970000000000,fraud_Conroy Ltd,shopping_pos,122.07,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31/05/1999,07b83334404efce4f3ff3480e2930cae,1371827946,47.985324,-116.634545,0
551,21/06/2020 15:19,4.85549E+018,"fraud_Bahringer, Bergnaum and Quitzon",home,71.95,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,29/09/1993,e82a4d72a854f5617878b8551836d2ae,1371827952,44.079062,-72.007575,0
552,21/06/2020 15:20,4.90663E+018,"fraud_Cole, Hills and Jewess",home,33.85,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,897f9c6381538de4e6e4688e53cb4ca9,1371828004,24.170971,-81.546245,0
553,21/06/2020 15:20,345389000000000,fraud_Schaefer Ltd,kids_pets,105.1,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19/05/1984,a9b0f105516b4c07594f45baf6427a62,1371828007,34.826923,-89.560916,0
554,21/06/2020 15:20,676282000000,fraud_Abernathy and Sons,food_dining,114.38,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25/03/1950,a5b6b0eca88d874e74de1a3491b78d01,1371828011,29.891735,-84.918105,0
555,21/06/2020 15:20,30150700000000,fraud_Altenwerth-Kilback,home,39.98,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,19/06/1966,68a09c60289f5ca846d35cd618be2ecf,1371828022,34.567289,-85.551881,0
556,21/06/2020 15:20,4.18183E+018,fraud_Stark-Batz,entertainment,116.53,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",06/09/1988,e565ae3e9a18369741363045a85ec4ca,1371828024,36.815628,-105.649218,0
557,21/06/2020 15:20,4725670000000000,"fraud_Schumm, McLaughlin and Carter",food_dining,23.88,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,19/09/1968,7c8b6ced5c0e36a4efd9eff2fdd643d2,1371828057,40.364916,-71.606441,0
558,21/06/2020 15:21,6550400000000000,fraud_Lynch-Wisozk,home,75.6,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,31/08/1984,ba57b66dbcad8fd3eca643e5a71e4238,1371828063,26.095084,-82.46681,0
559,21/06/2020 15:21,180043000000000,"fraud_Konopelski, Schneider and Hartmann",food_dining,112.3,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,077282675bd68d279c17faab653d430e,1371828074,27.257568,-83.307255,0
560,21/06/2020 15:21,4671730000000000,fraud_Klein Group,entertainment,5.49,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,de0d8b16b7edb5e1e8c208a8fe313548,1371828082,40.43049,-85.211133,0
561,21/06/2020 15:21,6011500000000000,fraud_Thiel-Thiel,entertainment,21.51,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02/11/1971,0a8e6ba789d525a95741da3e66d3fae8,1371828114,31.627483,-86.052255,0
562,21/06/2020 15:22,180014000000000,fraud_Renner Ltd,home,108.34,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,26/06/1958,30cfa630d380896c3e55400683a33be5,1371828172,31.991525,-85.918159,0
563,21/06/2020 15:23,3567700000000000,fraud_Pouros-Conroy,shopping_pos,7.56,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29/07/1998,e7bcbec9eb6e7cb5da6a997efae9e350,1371828184,42.147355,-74.086545,0
564,21/06/2020 15:23,6011930000000000,"fraud_Ledner, Hartmann and Feest",health_fitness,70.95,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",02/11/1974,b59bbac0b5cac0dc06d97f4866edf7f5,1371828185,44.892284,-67.696852,0
565,21/06/2020 15:23,213125000000000,fraud_Schuppe LLC,entertainment,7.73,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,04/06/1962,047a16d34637d7c6104da4751f7842c9,1371828205,43.055911,-78.5061,0
566,21/06/2020 15:23,4.89042E+018,fraud_Champlin-Casper,home,109.88,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,30/04/1979,c303e5335f5079610ad5c67ae043882e,1371828213,37.933185,-121.377611,0
567,21/06/2020 15:24,342952000000000,fraud_Goyette-Gerhold,kids_pets,40.63,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,26/09/1987,2beb72ca07100bfa2d77fe82157a4ac4,1371828242,41.670636,-72.796633,0
568,21/06/2020 15:24,30446000000000,"fraud_Kihn, Abernathy and Douglas",shopping_net,4.69,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,27/05/1993,12712f97e095829371d6aa1537bf1aa1,1371828253,34.667878,-96.539902,0
569,21/06/2020 15:25,4908850000000000,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.84,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,8f566427ab7c38d254851fd276f72b24,1371828309,33.27705,-96.75969,0
570,21/06/2020 15:25,3573030000000000,fraud_Haley Group,misc_pos,26.79,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,6dafa8adbb52fcb6c5ed04c36c189672,1371828351,40.427773,-110.45888,0
571,21/06/2020 15:26,3558880000000000,"fraud_Larkin, Stracke and Greenfelder",entertainment,59.33,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28/03/1957,0f87a4049c033d2f90bd79e55185584b,1371828370,35.271473,-112.678922,0
572,21/06/2020 15:26,3523900000000000,fraud_Padberg-Sauer,home,63.29,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",09/11/1990,e354a4d77630a0ea4fb491664151d1cd,1371828405,41.879315,-73.572825,0
573,21/06/2020 15:27,6011630000000000,fraud_Nolan-Williamson,kids_pets,135.02,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,19/11/1960,9adbe2cc38febf704522bb931641c4b2,1371828429,34.928754,-89.283126,0
574,21/06/2020 15:30,4191110000000000,fraud_Terry-Huel,shopping_net,8.1,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,03/10/1992,541011cd8872de2459a68cb2518c8791,1371828603,39.02483,-82.412508,0
575,21/06/2020 15:30,30074700000000,"fraud_Moore, Williamson and Emmerich",home,26.88,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16/08/1993,ee4e51003be6024b8048fc24f42d2693,1371828627,38.423349,-100.93466,0
576,21/06/2020 15:30,340954000000000,"fraud_Windler, Goodwin and Kovacek",home,116.47,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18/05/1980,6dec6e8faf703d8b531a9adff02b864b,1371828636,43.208604,-82.121373,0
577,21/06/2020 15:31,4169390000000,fraud_Cummerata-Hilpert,entertainment,11.05,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27/09/1962,7865406a84b8ae8948ede2687a8baf50,1371828682,43.74394,-76.876276,0
578,21/06/2020 15:31,675990000000,fraud_Hackett Group,travel,6.22,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13/03/1994,116301dce011c7a0190696720339620d,1371828712,41.041988,-73.652938,0
579,21/06/2020 15:31,675962000000,fraud_Klein Group,entertainment,2.76,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,24/08/1967,77c6a5243be4c8f375d51919acf78989,1371828713,40.306748,-96.770604,0
580,21/06/2020 15:32,2450830000000000,fraud_Turner and Sons,shopping_pos,4.46,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,22/02/1987,b53d957967b58e5f7e1e7c08c5fe866a,1371828728,45.053904,-93.82173,0
581,21/06/2020 15:32,4003990000000000,fraud_Runte-Mohr,food_dining,48.41,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,08/02/1989,59f282cfb4191045b9c1e01b69908e96,1371828737,32.398099,-87.384321,0
582,21/06/2020 15:32,3554820000000000,"fraud_Bahringer, Schoen and Corkery",shopping_pos,135.58,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,27/09/1970,b43dbd9b8c3d8509955f2e4daf1a0e0d,1371828742,38.812819,-91.53524,0
583,21/06/2020 15:32,4.2929E+018,fraud_Labadie LLC,personal_care,16.64,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",16/08/1995,190e4e782bc2a76bde6e7dbe1a18d70f,1371828764,46.732692,-113.187453,0
584,21/06/2020 15:33,4103160000000,fraud_Lubowitz-Walter,kids_pets,50.32,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,27/06/1982,14c5391fed5c7200b5d4027e6866d1af,1371828781,33.952355,-100.916334,0
585,21/06/2020 15:33,2264940000000000,"fraud_Witting, Beer and Ernser",home,123.59,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17/10/1995,d80ca68fce1ec904dc603890cc788190,1371828814,28.888155,-99.035728,0
586,21/06/2020 15:34,3593120000000000,"fraud_Schumm, McLaughlin and Carter",food_dining,38.18,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/05/1959,253e8ffa00a9e4f9a45c050e33d5f407,1371828840,43.72236,-68.399601,0
587,21/06/2020 15:34,3538520000000000,fraud_Kling-Ernser,entertainment,109.25,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,15/09/1965,504d6dfe35cfff5f44b97d0d4212b2a8,1371828841,42.395348,-83.69708,0
588,21/06/2020 15:34,3540210000000000,"fraud_Schumm, McLaughlin and Carter",food_dining,49.35,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19/06/1992,1f11799fee64d8ca6bd826152387387d,1371828869,35.219858,-103.435715,0
589,21/06/2020 15:34,4158010000000,fraud_Schiller Ltd,personal_care,159.73,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,27/12/1979,2681d11a805fe60089a5c8faacbf88bf,1371828899,45.526158,-93.270873,0
590,21/06/2020 15:35,2248350000000000,fraud_Schuppe-Schuppe,food_dining,4.66,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,05/08/1960,5991327c4631fef4e8d4754be562cc2c,1371828918,41.700131,-81.791089,0
591,21/06/2020 15:35,4279160000000,"fraud_Hettinger, McCullough and Fay",home,4.76,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,16/08/1987,df5a5543533caf10ac7cfc9e302f2c14,1371828931,39.305018,-79.558079,0
592,21/06/2020 15:36,4862290000000,"fraud_Yost, Schamberger and Windler",kids_pets,9.37,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15/09/1956,66dfc4619bb7ac97fe865e116958de02,1371828971,40.524384,-78.49505,0
593,21/06/2020 15:36,639024000000,fraud_Mayert Group,shopping_pos,20.19,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,05/06/1991,ae5172775066cf2e726adcb42756c70f,1371828972,43.946428,-74.177508,0
594,21/06/2020 15:36,3534720000000000,fraud_Rau-Grant,kids_pets,8.7,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,13/09/1984,be62a4f9d31439a8b0d88ccf93aa4024,1371829015,36.76641,-89.721728,0
595,21/06/2020 15:37,213175000000000,fraud_Fahey Inc,kids_pets,16.32,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",10/12/1954,5e5dbbcd8c739d46a322bd15b7e4a50b,1371829033,32.423602,-99.694002,0
596,21/06/2020 15:37,6544730000000000,fraud_Champlin-Casper,home,57.14,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,2c8afb18a12f47d3ba65dfead1e2fd36,1371829034,42.217825,-87.892181,0
597,21/06/2020 15:37,3527540000000000,fraud_Kilback Group,food_dining,2.49,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,05/12/1974,6624ecb1fedd01f62880c3ad837d8d54,1371829034,32.244848,-81.437004,0
598,21/06/2020 15:37,30442400000000,fraud_Skiles LLC,home,82.42,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22/06/1981,2bb36a66058f404e692ba84500948349,1371829048,40.596365,-75.522817,0
599,21/06/2020 15:37,3558880000000000,fraud_Bins-Howell,personal_care,48.71,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28/03/1957,0affd485f842c4ed11038cf836232e5c,1371829051,34.667313,-112.335784,0
600,21/06/2020 15:37,349613000000000,fraud_Ebert-Daugherty,travel,616.78,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",04/06/1984,72c9c077db0cb14cc2720c5efe8bc049,1371829057,37.331804,-84.156771,0
601,21/06/2020 15:37,6534630000000000,"fraud_Hayes, Marquardt and Dibbert",misc_net,9.79,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,e24f72c3bf3e1e90f2280d6357115d29,1371829057,44.019518,-73.797242,0
602,21/06/2020 15:38,30143700000000,fraud_Terry Ltd,home,43.08,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",06/01/1942,4be7bae3487b73ef9d1ecede7d310b40,1371829096,49.579289,-97.163384,0
603,21/06/2020 15:38,4509920000000000,fraud_Osinski Inc,personal_care,62.8,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,28/03/1972,546c4abf00eafb12ec5b725b495755c1,1371829106,44.154717,-97.489338,0
604,21/06/2020 15:38,4653880000000000,fraud_Zulauf LLC,personal_care,27.87,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06/06/1999,afc948c7f52fd5c9ea60882a5b3bfe9c,1371829113,36.765301,-86.181291,0
605,21/06/2020 15:38,6011690000000000,"fraud_Nienow, Ankunding and Collier",misc_pos,9.99,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",04/12/1995,aa0446e3b22769366579cdff65816f29,1371829123,46.210552,-94.23198,0
606,21/06/2020 15:39,2291160000000000,fraud_Goyette-Gerhold,kids_pets,17.15,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19/03/1968,2ba65201d0c9119227e27b6640ff4415,1371829144,34.235448,-81.649282,0
607,21/06/2020 15:39,372382000000000,fraud_Dibbert-Green,entertainment,108.45,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21/01/1966,eb28a63dc4e64b8855667cb4b9c5c60f,1371829174,42.207797,-73.825392,0
608,21/06/2020 15:39,6011860000000000,"fraud_Hoppe, Harris and Bednar",entertainment,14.3,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06/07/1952,0a6fcea0ec03e68d00dd034e77a4e37a,1371829188,35.975096,-98.400966,0
609,21/06/2020 15:40,6573560000000000,fraud_Abernathy and Sons,food_dining,88.36,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,18/06/1968,b62596f8ed4e7878b779d839236abd8d,1371829202,35.39391,-96.117102,0
610,21/06/2020 15:40,36485900000000,"fraud_Turcotte, Batz and Buckridge",health_fitness,2.3,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29/01/2005,26866e18e766431bd6dc764ef1b8f8b8,1371829205,40.577047,-82.686392,0
611,21/06/2020 15:40,342351000000000,fraud_Friesen Ltd,health_fitness,28.09,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,08/06/1990,5d77ca91d374bc7bbdab6f07cce3d6c0,1371829238,33.411109,-83.09721,0
612,21/06/2020 15:40,375534000000000,fraud_Heaney-Marquardt,entertainment,69.98,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28/03/1986,bdaf5514ac24e5e0d5aa0d8da2573971,1371829245,39.282816,-79.740551,0
613,21/06/2020 15:40,4.56E+018,"fraud_Watsica, Haag and Considine",shopping_pos,11.11,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,09/05/1992,b889780b6f233fd179be5f6c567f6e2f,1371829251,38.134385,-104.982515,0
614,21/06/2020 15:41,180048000000000,fraud_Gibson-Deckow,entertainment,140.4,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,e42b4249e5c2d0358ca9c37a8aae18ae,1371829278,39.788867,-74.399571,0
615,21/06/2020 15:41,5359540000000000,fraud_Kilback Group,food_dining,5.09,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29/06/1975,7ea8667214efa626dfaf341f0eeb3898,1371829282,45.13787,-111.016312,0
616,21/06/2020 15:41,30074700000000,fraud_Windler LLC,kids_pets,86.52,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16/08/1993,0d76e8ba661e7c3bd8ac3421343c355a,1371829290,37.676917,-100.864958,0
617,21/06/2020 15:41,180011000000000,fraud_Brown Inc,kids_pets,42.32,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,05/10/1993,2aaec19f82e2cad408195bf48588aff8,1371829292,40.651547,-91.37384,0
618,21/06/2020 15:42,6011400000000000,fraud_White and Sons,home,29.57,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14/10/1973,5dc1b9f60a1144f72751e9467f80fdd2,1371829333,41.390859,-72.892377,0
619,21/06/2020 15:42,377027000000000,"fraud_Bernhard, Grant and Langworth",shopping_pos,3.19,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27/10/1974,74bdf69b7239d597012eb642e66a43e4,1371829358,36.334242,-90.671175,0
620,21/06/2020 15:43,30546500000000,fraud_Fadel-Hilpert,health_fitness,6.63,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",13/01/1955,dd94672726ea9ffa65f72d037104a32a,1371829421,42.646782,-71.910757,0
621,21/06/2020 15:43,3598220000000000,"fraud_Turner, Ziemann and Lehner",food_dining,53.05,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21/10/1970,1a1e3b4d32da09270d41336423693304,1371829427,41.645151,-74.148344,0
622,21/06/2020 15:43,3541160000000000,fraud_Fritsch LLC,travel,7.62,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,07/05/2003,6fc9e11a22f8f5c28d6e45b38c808206,1371829433,40.465173,-90.117516,0
623,21/06/2020 15:43,2712210000000000,fraud_Lesch Ltd,shopping_pos,4.08,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",22/02/1977,42de431a08871400aa8a7b3eb09ea65d,1371829439,31.115471,-91.412284,0
624,21/06/2020 15:44,3586960000000000,fraud_Botsford and Sons,home,89.46,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",08/12/1994,d4b676be6106775fc2e6b52a1d26af2c,1371829443,40.213272,-79.094161,0
